Title,Image URL,Price,Short Description,Stock Status,Stock Quantity,SKU,Categories,Tags,Weight,Dimensions,Reviews
Toxapex,https://scrapeme.live/wp-content/uploads/2018/08/748.png,£91.00,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",In stock,37,2160,"Categories: Brutal Star, Pokemon","Tags: Brutal Star, Limber, toxapex",32 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Toxapex” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Mudbray,https://scrapeme.live/wp-content/uploads/2018/08/749.png,£96.00,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",In stock,117,9977,"Categories: Donkey, Pokemon","Tags: Donkey, mudbray, Own Tempo",242.5 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Mudbray” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Mudsdale,https://scrapeme.live/wp-content/uploads/2018/08/750.png,£111.00,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",In stock,136,6401,"Categories: Draft Horse, Pokemon","Tags: Draft Horse, mudsdale, Own Tempo",2028.3 kg,8 x 8 x 8 cm,"Reviews
There are no reviews yet.




Be the first to review “Mudsdale” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Dewpider,https://scrapeme.live/wp-content/uploads/2018/08/751.png,£84.00,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",In stock,23,1034,"Categories: Pokemon, Water Bubble","Tags: dewpider, Water Bubble",8.8 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Dewpider” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Araquanid,https://scrapeme.live/wp-content/uploads/2018/08/752.png,£48.00,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",In stock,281,8489,"Categories: Pokemon, Water Bubble","Tags: araquanid, Water Bubble",180.8 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Araquanid” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Fomantis,https://scrapeme.live/wp-content/uploads/2018/08/753.png,£104.00,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,In stock,209,9109,"Categories: Pokemon, Sickle Grass","Tags: fomantis, Leaf Guard, Sickle Grass",3.3 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Fomantis” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Lurantis,https://scrapeme.live/wp-content/uploads/2018/08/754.png,£159.00,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,In stock,269,1903,"Categories: Bloom Sickle, Pokemon","Tags: Bloom Sickle, Leaf Guard, lurantis",40.8 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Lurantis” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Morelull,https://scrapeme.live/wp-content/uploads/2018/08/755.png,£87.00,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",In stock,71,8895,"Categories: Illuminating, Pokemon","Tags: Effect Spore, Illuminating, morelull",3.3 kg,,"Reviews
There are no reviews yet.




Be the first to review “Morelull” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Shiinotic,https://scrapeme.live/wp-content/uploads/2018/08/756.png,£75.00,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",In stock,123,1758,"Categories: Illuminating, Pokemon","Tags: Effect Spore, Illuminating, shiinotic",25.4 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Shiinotic” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Salandit,https://scrapeme.live/wp-content/uploads/2018/08/757.png,£158.00,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",In stock,54,7448,"Categories: Pokemon, Toxic Lizard","Tags: Corrosion, salandit, Toxic Lizard",10.6 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Salandit” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Salazzle,https://scrapeme.live/wp-content/uploads/2018/08/758.png,£166.00,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",In stock,142,4114,"Categories: Pokemon, Toxic Lizard","Tags: Corrosion, salazzle, Toxic Lizard",48.9 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Salazzle” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Stufful,https://scrapeme.live/wp-content/uploads/2018/08/759.png,£70.00,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,In stock,69,6729,"Categories: Flailing, Pokemon","Tags: Flailing, Klutz, stufful",15 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Stufful” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Bewear,https://scrapeme.live/wp-content/uploads/2018/08/760.png,£117.00,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,In stock,96,7159,"Categories: Pokemon, Strong Arm","Tags: bewear, Klutz, Strong Arm",297.6 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Bewear” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Bounsweet,https://scrapeme.live/wp-content/uploads/2018/08/761.png,£193.00,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.",In stock,76,6963,"Categories: Fruit, Pokemon","Tags: bounsweet, fruit, Oblivious",7.1 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Bounsweet” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Steenee,https://scrapeme.live/wp-content/uploads/2018/08/762.png,£27.00,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,In stock,30,9509,"Categories: Fruit, Pokemon","Tags: fruit, Oblivious, steenee",18.1 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Steenee” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Tsareena,https://scrapeme.live/wp-content/uploads/2018/08/763.png,£186.00,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.",In stock,96,1097,"Categories: Fruit, Pokemon","Tags: fruit, Leaf Guard, tsareena",47.2 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Tsareena” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Comfey,https://scrapeme.live/wp-content/uploads/2018/08/764.png,£28.00,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.",In stock,266,1719,"Categories: Pokemon, Posy Picker","Tags: comfey, Flower Veil, Posy Picker",0.7 kg,,"Reviews
There are no reviews yet.




Be the first to review “Comfey” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Oranguru,https://scrapeme.live/wp-content/uploads/2018/08/765.png,£139.00,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.",In stock,241,6539,"Categories: Pokemon, Sage","Tags: Inner Focus, oranguru, Sage",167.6 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Oranguru” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Passimian,https://scrapeme.live/wp-content/uploads/2018/08/766.png,£182.00,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.",In stock,144,8046,"Categories: Pokemon, Teamwork","Tags: passimian, Receiver, Teamwork",182.5 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Passimian” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Wimpod,https://scrapeme.live/wp-content/uploads/2018/08/767.png,£137.00,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",In stock,87,2207,"Categories: Pokemon, Turn Tail","Tags: Turn Tail, Wimp Out, wimpod",26.5 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Wimpod” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Golisopod,https://scrapeme.live/wp-content/uploads/2018/08/768.png,£32.00,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",In stock,10,6420,"Categories: Hard Scale, Pokemon","Tags: Emergency Exit, golisopod, Hard Scale",238.1 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Golisopod” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Sandygast,https://scrapeme.live/wp-content/uploads/2018/08/769.png,£131.00,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,In stock,276,7020,"Categories: Pokemon, Sand Heap","Tags: Sand Heap, sandygast, Water Compaction",154.3 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Sandygast” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Palossand,https://scrapeme.live/wp-content/uploads/2018/08/770.png,£187.00,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,In stock,19,8991,"Categories: Pokemon, Sand Castle","Tags: palossand, Sand Castle, Water Compaction",551.2 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Palossand” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Pyukumuku,https://scrapeme.live/wp-content/uploads/2018/08/771.png,£97.00,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,In stock,191,3988,"Categories: Pokemon, Sea Cucumber","Tags: Innards Out, pyukumuku, Sea Cucumber",2.6 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Pyukumuku” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
